CDID,Title,PreUnit,Unit,Release Date,Next release,Important Notes
J657,LFS: Employment: Total ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J659,LFS: Employment: Total ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65A,LFS: Employment: Cat B ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65C,LFS: Employment: Cat B ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65D,LFS: Employment: Cat D ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65E,LFS: Employment: Cat D ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65F,LFS: Employment: Cat D ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65G,LFS: Employment: Cat E ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65H,LFS: Employment: Cat E ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65I,LFS: Employment: Cat E ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65J,LFS: Employment: Cat R ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65K,LFS: Employment: Cat R ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65L,LFS: Employment: Cat R ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65O,LFS: Employment: Cat S ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65Q,LFS: Employment: Cat S ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65S,LFS: Employment: Cat S ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65T,LFS: Employment: Cat T ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65U,LFS: Employment: Cat T ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65V,LFS: Employment: Cat T ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65W,LFS: Employment: Cat U ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65X,LFS: Employment: Cat U ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65Y,LFS: Employment: Cat U ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J65Z,LFS: Employees: ISIC Rev. 4 Services: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J662,LFS: Employees: Total ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J663,LFS: Employees: Total ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J664,LFS: Employees: Total ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J665,LFS: Employees: Cat B ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J666,LFS: Employees: Cat B ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J669,LFS: Employees: Cat B ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66B,LFS: Employees: Cat D ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66D,LFS: Employees: Cat D ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66E,LFS: Employees: Cat D ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66F,LFS: Employees: Cat E ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66G,LFS: Employees: Cat E ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66H,LFS: Employees: Cat E ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66I,LFS: Employees: Cat R ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66J,LFS: Employees: Cat R ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66K,LFS: Employees: Cat R ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66L,LFS: Employees: Cat S ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66M,LFS: Employees: Cat S ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66N,LFS: Employees: Cat S ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66O,LFS: Employees: Cat T ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66P,LFS: Employees: Cat T ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66S,LFS: Employees: Cat T ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66U,LFS: Employees: Cat U ISIC Rev. 4: UK: Women: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66W,LFS: Employees: Cat U ISIC Rev. 4: UK: Men: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66X,LFS: Employees: Cat U ISIC Rev. 4: UK: People: Aged 15 and over: Thousands: NSA,,,2024-04-16,2024-05-14,
J66Y,LFS: Unemployed: UK: People: Aged 25-54: Thousands: NSA,,,2024-04-16,2024-05-14,
J66Z,LFS: Unemployed: UK: Women: Aged 25-54: Thousands: NSA,,,2024-04-16,2024-05-14,
J672,LFS: Unemployed: UK: Men: Aged 25-54: Thousands: NSA,,,2024-04-16,2024-05-14,
J673,LFS: Unemployed: UK: People: Aged 55-64: Thousands: NSA,,,2024-04-16,2024-05-14,
J674,LFS: Unemployed: UK: Women: Aged 55-64: Thousands: NSA,,,2024-04-16,2024-05-14,
J675,LFS: Unemployed: UK: Men: Aged Aged 55-64: Thousands: NSA,,,2024-04-16,2024-05-14,
J676,LFS: Unemployed: UK: People: Aged 15-74: Thousands: NSA,,,2024-04-16,2024-05-14,
J677,LFS: Unemployed: UK: Women: Aged 15-74: Thousands: NSA,,,2024-04-16,2024-05-14,
J678,LFS: Unemployed: UK: Men: Aged 15-74: Thousands: NSA,,,2024-04-16,2024-05-14,
J679,LFS: Unemployed: UK: People: Aged 25-54: % of economically active: NSA,,,2024-04-16,2024-05-14,
J67A,LFS: Unemployed: UK: Women: Aged 25-54: % of economically active: NSA,,,2024-04-16,2024-05-14,
J67D,LFS: Unemployed: UK: Men: Aged 25-54: % of economically active: NSA,,,2024-04-16,2024-05-14,
J67F,LFS: Unemployed: UK: People: Aged 55-64: % of economically active: NSA,,,2024-04-16,2024-05-14,
J67H,LFS: Unemployed: UK: Women: Aged 55-64: % of economically active: NSA,,,2024-04-16,2024-05-14,
J67I,LFS: Unemployed: UK: Men: Aged Aged 55-64: % of economically active: NSA,,,2024-04-16,2024-05-14,
J67J,LFS: Unemployed: UK: People: Aged 15-74: % of economically active: NSA,,,2024-04-16,2024-05-14,
J67K,LFS: Unemployed: UK: Women: Aged 15-74: % of economically active: NSA,,,2024-04-16,2024-05-14,
J67L,LFS: Unemployed: UK: Men: Aged 15-74: % of economically active: NSA,,,2024-04-16,2024-05-14,
JE3C,North East - Working age inactive levels: 000s: SA: Men,,000s,2024-04-16,2024-05-14,
JE3F,North West - Working age inactive levels: 000s: SA: Men,,000s,2024-04-16,2024-05-14,
JE3I,Yorkshire & the Humber - Working age inactive levels: 000s SA: Men,,000s,2024-04-16,2024-05-14,
JE3L,East Midlands - Working age inactive levels: 000s: SA: Men,,000s,2024-04-16,2024-05-14,
JE3O,West Midlands - Working age inactive levels: 000s: SA: Men,,000s,2024-04-16,2024-05-14,
JE3R,East - Working age inactive levels: 000s: SA: Men,,000s,2024-04-16,2024-05-14,
JE3U,London - Working age inactive levels: 000s: SA: Men,,000s,2024-04-16,2024-05-14,
JE3X,South East - Working age inactive levels: 000s: SA: Men,,000s,2024-04-16,2024-05-14,
JE42,South West - Working age inactive levels: 000s: SA: Men,,000s,2024-04-16,2024-05-14,
JE45,England - Working age inactive levels: 000s: SA: Men,,000s,2024-04-16,2024-05-14,
JE48,Wales - Working age inactive levels: 000s: SA: Men,,"000s
",2024-04-16,2024-05-14,
JE4B,Scotland - Working age inactive levels: 000s: SA: Men,,000s,2024-04-16,2024-05-14,
JE4E,Northern Ireland - Working age inactive levels: 000s: SA: Men,,000s,2024-04-16,2024-05-14,
JE4H,Northern Ireland - Working age inactive rates: %: SA: Men,,%,2024-04-16,2024-05-14,
JF6F,Employment levels by country of birth (16+) - UK born: 000s,,000s,2024-04-16,2024-05-14,
JF6G,Employment levels by country of birth (16+) - Non-UK born: 000s,,"000s
",2024-04-16,2024-05-14,
JF6H,Employment levels by nationality (16+) - UK national: 000s,,000s,2024-04-16,2024-05-14,
JF6I,Employment levels by nationality (16+) - Non-UK national: 000s,,000s,2024-04-16,2024-05-14,
JJR3,Employment levels by country of birth (16+) - EU14 born,,,2024-04-16,2024-05-14,
JJR4,Employment levels by nationality (16+) - EU14 national,,,2024-04-16,2024-05-14,
JJR5,Employment levels by country of birth (16+) - EUA8 born,,,2024-04-16,2024-05-14,
JJR6,Employment levels by nationality (16+) - EUA8 national,,,2024-04-16,2024-05-14,
JJR7,Employment levels by country of birth (16+) - USA born,,,2024-04-16,2024-05-14,
JJR8,Employment levels by nationality (16+) - USA national,,,2024-04-16,2024-05-14,
JJS3,Employment levels by country of birth (16+) - South Africa born,,,2024-04-16,2024-05-14,
JJS4,Employment levels by nationality (16+) - South Africa national,,,2024-04-16,2024-05-14,
JJS5,Employment levels by country of birth (16+) - Australia and New Zealand born,,,2024-04-16,2024-05-14,
JJS6,Employment levels by nationality (16+) - Australia and New Zealand national,,,2024-04-16,2024-05-14,
JJS7,Employment levels by country of birth (16+) - India born,,,2024-04-16,2024-05-14,
JJS8,Employment levels by nationality (16+) - India national,,,2024-04-16,2024-05-14,
JJS9,Employment levels by country of birth (16+) - Pakistan and Bangladesh born,,,2024-04-16,2024-05-14,
JJT2,Employment levels by nationality (16+) - Pakistan and Bangladesh national,,,2024-04-16,2024-05-14,
JN5P,16-17 year old population: All persons: 000s,,"000s
",2024-04-16,2024-05-14,
JN5Q,18-24 year old population: All persons: 000s,,000s,2024-04-16,2024-05-14,
JN5R,16-24 year old population: All persons: 000s,,"000s
",2024-04-16,2024-05-14,
JN5S,16-17 year old population: Males: 000s,,000s,2024-04-16,2024-05-14,
JN5T,18-24 year old population: Males: 000s,,"000s
",2024-04-16,2024-05-14,
JN5U,16-24 year old population: Males: 000s,,"000s
",2024-04-16,2024-05-14,
JN5V,16-17 year old population: Females: 000s,,"000s
",2024-04-16,2024-05-14,
JN5W,18-24 year old population: Females: 000s,,000s,2024-04-16,2024-05-14,
JN5X,16-24 year old population: Female,,,2024-04-16,2024-05-14,
JN5Y,16-17 year old total in FTE: All persons: 000s: SA,,000s,2024-04-16,2024-05-14,
JN5Z,18-24 year old total in FTE: All persons: 000s: SA,,000s,2024-04-16,2024-05-14,
JN62,16-24 year old total in FTE: All persons: 000s: SA,,000s,2024-04-16,2024-05-14,
JN63,16-17 year old total in FTE: Males: 000s: SA,,000s,2024-04-16,2024-05-14,
JN64,18-24 year old total in FTE: Males: 000s: SA,,000s,2024-04-16,2024-05-14,
JN65,16-24 year old total in FTE: Males: 000s: SA,,000s,2024-04-16,2024-05-14,
JN66,16-17 year old total in FTE: Females: 000s: SA,,"000s
",2024-04-16,2024-05-14,
JN67,18-24 year old total in FTE: Females: 000s: SA,,000s,2024-04-16,2024-05-14,
JN68,16-24 year old total in FTE: Females: 000s: SA,,000s,2024-04-16,2024-05-14,
JN69,16-17 year old total not in FTE: All persons: 000s: SA,,"000s
",2024-04-16,2024-05-14,
JN6A,18-24 year old total not in FTE: All persons: 000s: SA,,"000s
",2024-04-16,2024-05-14,
JN6B,16-24 year old total not in FTE: All persons: 000s: SA,,"000s
",2024-04-16,2024-05-14,
JN6C,16-17 year old total not in FTE: Males: 000s: SA,,"000s
",2024-04-16,2024-05-14,
JN6D,18-24 year old total not in FTE: Males: 000s: SA,,000s,2024-04-16,2024-05-14,
JN6E,16-24 year old total not in FTE: Males: 000s: SA,,"000s
",2024-04-16,2024-05-14,
JN6F,16-17 year old total not in FTE: Females: 000s: SA,,"000s
",2024-04-16,2024-05-14,
JN6G,18-24 year old total not in FTE: Females: 000s: SA,,"000s
",2024-04-16,2024-05-14,
JN6H,16-24 year old total not in FTE: Females: 000s: SA,,"000s

",2024-04-16,2024-05-14,
JP9H,UK Job Vacancies (thousands) - Mining & Quarrying,,,2024-04-16,2024-05-14,
JP9I,UK Job Vacancies (thousands) - Manufacturing,,,2024-04-16,2024-05-14,
JP9J,"UK Job Vacancies (thousands) - Electricity, Gas, Steam & Air Con Supply",,,2024-04-16,2024-05-14,
JP9K,"UK Job Vacancies (thousands) - Water Supply, Sewarage, Waste Management etc.",,,2024-04-16,2024-05-14,
JP9L,UK Job Vacancies (thousands) - Construction,,,2024-04-16,2024-05-14,
JP9M,"UK Job Vacancies (thousands) - Wholesale & Retail, Repair of motor vehicles.",,,2024-04-16,2024-05-14,
JP9N,UK Job Vacancies (thousands) - Transport & Storage,,,2024-04-16,2024-05-14,
JP9O,UK Job Vacancies (thousands) - Accommodation & Food Services Activities.,,,2024-04-16,2024-05-14,
JP9P,UK Job Vacancies (thousands) - Information & Communication.,,,2024-04-16,2024-05-14,
JP9Q,UK Job Vacancies (thousands) - Financial & Insurance Activities.,,,2024-04-16,2024-05-14,
JP9R,UK Job Vacancies (thousands) - Real Estate Activities.,,,2024-04-16,2024-05-14,
JP9S,"UK Job Vacancies (thousands) - Professional, Scientific & Technical Activities.",,,2024-04-16,2024-05-14,
JP9T,UK Job Vacancies (thousands) - Administrative & Support Service Activities.,,,2024-04-16,2024-05-14,
JP9U,UK Job Vacancies (thousands) - Public Administration & Defence.,,,2024-04-16,2024-05-14,
JP9V,UK Job Vacancies (thousands) - Education.,,,2024-04-16,2024-05-14,
JP9W,UK Job Vacancies (thousands) - Human Health & Social Work.,,,2024-04-16,2024-05-14,
JP9X,"UK Job Vacancies (thousands) - Arts, Entertainment & Recreation.",,,2024-04-16,2024-05-14,
JP9Y,UK Job Vacancies (thousands) - Other Service Activities.,,,2024-04-16,2024-05-14,
JP9Z,UK Job Vacancies (thousands) - Total Services,,,2024-04-16,2024-05-14,
JPA2,UK Job Vacancies ratio per 100 emp jobs - Mining & Quarrying,,,2024-04-16,2024-05-14,
JPA3,UK Job Vacancies ratio per 100 emp jobs - Manufacturing,,,2024-04-16,2024-05-14,
JPA4,"UK Job Vacancies ratio per 100 emp jobs - Electricity, Gas, Steam&Air Con Supply",,,2024-04-16,2024-05-14,
JPA5,"UK Job Vacancies ratio per 100 emp jobs - Water Supply, Sewerage, Waste Manage'",,,2024-04-16,2024-05-14,
JPA6,UK Job Vacancies ratio per 100 emp jobs - Construction,,,2024-04-16,2024-05-14,
JPA7,"UK Job Vacancies ratio per 100 empjobs- Wholesale&Retail,Repair of MotorVehicles",,,2024-04-16,2024-05-14,
JPA8,UK Job Vacancies ratio per 100 emp jobs - Transport & Storage,,,2024-04-16,2024-05-14,
JPA9,UK Job Vacancies ratio per 100 emp jobs - Accommodation&Food Services Activities,,,2024-04-16,2024-05-14,
JPB2,UK Job Vacancies ratio per 100 emp jobs - Information & Communication,,,2024-04-16,2024-05-14,
JPB3,UK Job Vacancies ratio per 100 emp jobs - Financial & Insurance Activities,,,2024-04-16,2024-05-14,
JPB4,UK Job Vacancies ratio per 100 emp jobs - Real Estate Activities,,,2024-04-16,2024-05-14,
JPB5,"UK Job Vacancies ratio per 100 emp jobs - Professional, Scientific & Technical",,,2024-04-16,2024-05-14,
JPB6,UK Job Vacancies ratio per 100 emp jobs - Admin & Support Service Activities,,,2024-04-16,2024-05-14,
JPB7,UK Job Vacancies ratio per 100 emp jobs - Public Administration & Defence,,,2024-04-16,2024-05-14,
JPB8,UK Job Vacancies ratio per 100 emp jobs - Education,,,2024-04-16,2024-05-14,
JPB9,UK Job Vacancies ratio per 100 emp jobs - Human Health & Social Work,,,2024-04-16,2024-05-14,
JPC2,"UK Job Vacancies ratio per 100 emp jobs - Arts, Entertainment & Recreation",,,2024-04-16,2024-05-14,
JPC3,UK Job Vacancies ratio per 100 emp jobs - Other Service Activities,,,2024-04-16,2024-05-14,
JPC4,UK Job Vacancies ratio per 100 emp jobs - Total Services,,,2024-04-16,2024-05-14,
JPC5,"Number of unemployed people per vacancy (UK exc Agriculture, Forestry & Fishing)",,,2024-04-16,2024-05-14,
JWR5,"UK Workforce Jobs SA : A Agriculture, forestry & fishing (thousands)",,,2024-04-16,2024-05-14,
JWR6,UK Workforce Jobs SA : B Mining & quarrying (thousands),,,2024-04-16,2024-05-14,
JWR7,UK Workforce Jobs SA : C Manufacturing (thousands),,,2024-04-16,2024-05-14,
JWR8,"UK Workforce Jobs SA : D Electricity, gas, steam & air con supply (thousands)",,,2024-04-16,2024-05-14,
JWR9,"UK Workforce Jobs SA : E Water supply, sewerage, waste & remediation (thousands)",,,2024-04-16,2024-05-14,
JWS2,UK Workforce Jobs SA : F Construction (thousands),,,2024-04-16,2024-05-14,
JWS3,UK Workforce Jobs SA : G Wholesale & retail trade; repair of motor (thousands),,,2024-04-16,2024-05-14,
JWS4,UK Workforce Jobs SA : H Transport & storage (thousands),,,2024-04-16,2024-05-14,
JWS5,UK Workforce Jobs SA : I Accommodation & food service activities (thousands),,,2024-04-16,2024-05-14,
JWS6,UK Workforce Jobs SA : J Information & communication (thousands),,,2024-04-16,2024-05-14,
JWS7,UK Workforce Jobs SA : K Financial & insurance activities (thousands),,,2024-04-16,2024-05-14,
JWS8,UK Workforce Jobs SA : L Real estate activities (thousands),,,2024-04-16,2024-05-14,
JWS9,UK Workforce Jobs SA : M Professional scientific & technical act (thousands),,,2024-04-16,2024-05-14,
JWT2,UK Workforce Jobs SA : N Administrative & support service activities (thousands),,,2024-04-16,2024-05-14,
JWT3,UK Workforce Jobs SA : O Public admin & defence; compulsory social (thousands),,,2024-04-16,2024-05-14,
JWT4,UK Workforce Jobs SA : P Education (thousands),,,2024-04-16,2024-05-14,
JWT5,UK Workforce Jobs SA : Q Human health & social work activities (thousands),,,2024-04-16,2024-05-14,
JWT6,"UK Workforce Jobs SA : R Arts, entertainment & recreation (thousands)",,,2024-04-16,2024-05-14,
JWT7,UK Workforce Jobs SA : S Other service activities (thousands),,,2024-04-16,2024-05-14,
JWT8,UK Workforce Jobs SA : G-T Total services (thousands),,,2024-04-16,2024-05-14,
JWT9,Workforce jobs SA : North East (thousands),,,2024-04-16,2024-05-14,
JWU2,Workforce jobs SA : North West (thousands),,,2024-04-16,2024-05-14,
JWU3,Workforce jobs SA : Yorkshire & the Humber (thousands),,,2024-04-16,2024-05-14,
JWU4,Workforce jobs SA : East Midlands (thousands),,,2024-04-16,2024-05-14,
JWU5,Workforce jobs SA : West Midlands (thousands),,,2024-04-16,2024-05-14,
JWU6,Workforce jobs SA : East of England (thousands),,,2024-04-16,2024-05-14,
JWU7,Workforce jobs SA : London (thousands),,,2024-04-16,2024-05-14,
JWU8,Workforce jobs SA : South East (thousands),,,2024-04-16,2024-05-14,
JWU9,Workforce jobs SA : South West (thousands),,,2024-04-16,2024-05-14,
JWV2,Workforce jobs SA : Wales (thousands),,,2024-04-16,2024-05-14,
JWV3,Workforce jobs SA : Scotland (thousands),,,2024-04-16,2024-05-14,
JWV4,Workforce jobs SA : England (thousands),,,2024-04-16,2024-05-14,
JWV5,Workforce jobs SA : Northern Ireland (thousands),,,2024-04-16,2024-05-14,
K5BZ,AWE: Services Level (£): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5C2,AWE: Services Year on Year Single Month Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5C3,AWE: Services Year on Year Three Month Average Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5C4,AWE: Finance and Business Services Level (£): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5C5,AWE: Finance and Business Services Year on Year Single Month Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5C6,AWE: Finance and Business Services Year on Year Three Month Average Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5CA,AWE: Manufacturing Level (£): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5CB,AWE: Manufacturing Year on Year Single Month Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5CC,AWE: Manufacturing Year on Year Three Month Average Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5CD,AWE: Construction Level (£): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5CE,AWE: Construction Year on Year Single Month Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5CF,AWE: Construction Year on Year Three Month Average Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5CG,"AWE: Distribution, Hotels and Restaurants Level (£): Seasonally Adjusted Total Pay Excluding Arrears",,,2024-04-16,2024-05-14,
K5CH,"AWE: Distribution, Hotels and Restaurants Year on Year Single Month Growth (%): Seasonally Adjusted Total Pay Excluding Arrears",,,2024-04-16,2024-05-14,
K5CI,"AWE: Distribution, Hotels & Restaurants Year/Year Three Month Average Growth (%): Seasonally Adjusted Total Pay Excluding Arrears",,,2024-04-16,2024-05-14,
K5CS,AWE: Services Level (£): Seasonally Adjusted Bonus,,,2024-04-16,2024-05-14,
K5CT,AWE: Services Year on Year Single Month Growth (%): Seasonally Adjusted Bonus,,,2024-04-16,2024-05-14,
K5CU,AWE: Services Year on Year Three Month Average Growth (%): Seasonally Adjusted Bonus,,,2024-04-16,2024-05-14,
K5CV,AWE: Finance and Business Services Level (£): Seasonally Adjusted Bonus,,,2024-04-16,2024-05-14,
K5CW,AWE: Finance and Business Services Year on Year Single Month Growth (%): Seasonally Adjusted Bonus,,,2024-04-16,2024-05-14,
K5CX,AWE: Finance and Business Services Year on Year Three Month Average Growth (%): Seasonally Adjusted Bonus,,,2024-04-16,2024-05-14,
K5D3,AWE: Manufacturing Level (£): Seasonally Adjusted Bonus,,,2024-04-16,2024-05-14,
K5D4,AWE: Manufacturing Year on Year Single Month Growth (%): Seasonally Adjusted Bonus,,,2024-04-16,2024-05-14,
K5D5,AWE: Manufacturing Year on Year Three Month Average Growth (%): Seasonally Adjusted Bonus,,,2024-04-16,2024-05-14,
K5D6,AWE: Construction Level (£): Seasonally Adjusted Bonus,,,2024-04-16,2024-05-14,
K5D7,AWE: Construction Year on Year Single Month Growth (%): Seasonally Adjusted Bonus,,,2024-04-16,2024-05-14,
K5D8,AWE: Construction Year on Year Three Month Average Growth (%): Seasonally Adjusted Bonus,,,2024-04-16,2024-05-14,
K5D9,"AWE: Distribution, Hotels and Restaurants Level (£): Seasonally Adjusted Bonus",,,2024-04-16,2024-05-14,
K5DA,"AWE: Distribution, Hotels and Restaurants Year on Year Single Month Growth (%): Seasonally Adjusted Bonus",,,2024-04-16,2024-05-14,
K5DB,"AWE: Distribution, Hotels and Restaurants Year on Year Three Month Average Growth (%): Seasonally Adjusted Bonus",,,2024-04-16,2024-05-14,
K5DL,AWE: Services Level (£): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5DM,AWE: Services Year on Year Single Month Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5DN,AWE: Services Year on Year Three Month Average Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5DO,AWE: Finance and Business Services Level (£): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5DP,AWE: Finance and Business Services Year on Year Single Month Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5DQ,AWE: Finance and Business Services Year on Year Three Month Average Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5DU,AWE: Manufacturing Level (£): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5DV,AWE: Manufacturing Year on Year Single Month Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5DW,AWE: Manufacturing Year on Year Three Month Average Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5DX,AWE: Construction Level (£): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5DY,AWE: Construction Year on Year Single Month Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5DZ,AWE: Construction Year on Year Three Month Average Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears,,,2024-04-16,2024-05-14,
K5E2,"AWE: Distribution, Hotels and Restaurants Level (£): Seasonally Adjusted Regular Pay Excluding Arrears",,,2024-04-16,2024-05-14,
K5E3,"AWE: Distribution, Hotels and Restaurants Year on Year Single Month Growth (%): Seasonally Adjusted Regular Pay Excluding Arrears",,,2024-04-16,2024-05-14,
K5E4,"AWE: Distribution, Hotels & Restaurants Year/Year Three Month Average Growth (%): Seasonally Adjusted Regular Pay Exc Arrears",,,2024-04-16,2024-05-14,
K5HU,LFS: ILO Unemployment: UK: All: Aged 65+: Thousands: SA,,,2024-04-16,2024-05-14,
K5HV,LFS: ILO Unemployment: Females: Aged 65+: Thousands: SA,,,2024-04-16,2024-05-14,
K5HW,LFS: ILO unemployment rate: UK: All: Aged 65+: %: SA,,%,2024-04-16,2024-05-14,
K5HX,LFS: ILO unemployment rate: UK: Female: Aged 65+: %: SA,,%,2024-04-16,2024-05-14,
KAB9,AWE: Whole Economy Level (£): Seasonally Adjusted Total Pay Excluding Arrears,£,,2024-04-16,2024-05-14,
KAC2,AWE: Whole Economy Year on Year Single Month Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
KAC3,AWE: Whole Economy Year on Year Three Month Average Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,%,2024-04-16,2024-05-14,
KAC4,AWE: Private Sector Level (£): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
KAC5,AWE: Private Sector Year on Year Single Month Growth (%): Seasonally Adjusted Total Pay Excluding Arrears,,,2024-04-16,2024-05-14,
